year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified,winner
1984,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,305,388904,OTHER,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1933630,3217862,REPUBLICAN,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1261323,3217862,DEMOCRAT,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,8404,3217862,OTHER,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,6416,3217862,LIBERTARIAN,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,2293,3217862,OTHER,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,1721,3217862,OTHER,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1564,3217862,OTHER,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,1264,3217862,OTHER,FALSE
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1247,3217862,OTHER,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,307101,514370,REPUBLICAN,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,201769,514370,DEMOCRAT,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4459,514370,LIBERTARIAN,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,455,514370,OTHER,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,224,514370,OTHER,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,206,514370,OTHER,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,155,514370,OTHER,FALSE
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,OTHER,,FALSE,1,514370,OTHER,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,3376519,6806810,REPUBLICAN,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,3001285,6806810,DEMOCRAT,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"REAGAN, RONALD",CONSERVATIVE,FALSE,288244,6806810,OTHER,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"MONDALE, WALTER",LIBERAL PARTY,FALSE,118324,6806810,OTHER,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,11949,6806810,LIBERTARIAN,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4226,6806810,OTHER,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,3200,6806810,OTHER,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,2226,6806810,OTHER,FALSE
1984,NEW YORK,NY,36,21,13,US PRESIDENT,OTHER,,FALSE,837,6806810,OTHER,FALSE
1984,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1346481,2175361,REPUBLICAN,FALSE
1984,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,824287,2175361,DEMOCRAT,FALSE
1984,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,3794,2175361,LIBERTARIAN,FALSE
1984,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,799,2175361,OTHER,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,200336,308971,REPUBLICAN,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,104429,308971,DEMOCRAT,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,1278,308971,OTHER,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,1077,308971,OTHER,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,703,308971,LIBERTARIAN,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,368,308971,OTHER,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,239,308971,OTHER,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,220,308971,OTHER,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,169,308971,OTHER,FALSE
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,152,308971,OTHER,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,2678559,4563235,REPUBLICAN,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1825440,4563235,DEMOCRAT,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,24180,4563235,OTHER,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,10693,4563235,OTHER,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,7130,4563235,OTHER,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,5886,4563235,LIBERTARIAN,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4438,4563235,OTHER,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,4344,4563235,OTHER,FALSE
1984,OHIO,OH,39,31,24,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,2565,4563235,OTHER,FALSE
1984,OKLAHOMA,OK,40,73,53,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,861530,1255676,REPUBLICAN,FALSE
1984,OKLAHOMA,OK,40,73,53,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,385080,1255676,DEMOCRAT,FALSE
1984,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,9066,1255676,LIBERTARIAN,FALSE
1984,OREGON,OR,41,92,72,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,685700,1226527,REPUBLICAN,FALSE
1984,OREGON,OR,41,92,72,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,536479,1226527,DEMOCRAT,FALSE
1984,OREGON,OR,41,92,72,US PRESIDENT,OTHER,,FALSE,4348,1226527,OTHER,FALSE
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,2584323,4844903,REPUBLICAN,FALSE
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,2228131,4844903,DEMOCRAT,FALSE
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,21628,4844903,OTHER,FALSE
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,6982,4844903,LIBERTARIAN,FALSE
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,FALSE,2059,4844903,OTHER,FALSE
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1780,4844903,OTHER,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,212080,410489,REPUBLICAN,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,197106,410489,DEMOCRAT,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,510,410489,OTHER,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,277,410489,LIBERTARIAN,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,240,410489,OTHER,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,91,410489,OTHER,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,75,410489,OTHER,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,61,410489,OTHER,FALSE
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,49,410489,OTHER,FALSE
1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,615539,968529,REPUBLICAN,FALSE
1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,344459,968529,DEMOCRAT,FALSE
1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4359,968529,LIBERTARIAN,FALSE
1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,FALSE,3490,968529,OTHER,FALSE
1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,682,968529,OTHER,FALSE
1984,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,200267,317867,REPUBLICAN,FALSE
1984,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,116113,317867,DEMOCRAT,FALSE
1984,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,1150,317867,OTHER,FALSE
1984,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,337,317867,OTHER,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,990212,1711993,REPUBLICAN,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,711714,1711993,DEMOCRAT,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,3072,1711993,LIBERTARIAN,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,1852,1711993,OTHER,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,1763,1711993,OTHER,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1036,1711993,OTHER,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,978,1711993,OTHER,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,715,1711993,OTHER,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,524,1711993,OTHER,FALSE
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,OTHER,,FALSE,127,1711993,OTHER,FALSE
1984,TEXAS,TX,48,74,49,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,3433428,5397571,REPUBLICAN,FALSE
1984,TEXAS,TX,48,74,49,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,1949276,5397571,DEMOCRAT,FALSE
1984,TEXAS,TX,48,74,49,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,14613,5397571,OTHER,FALSE
1984,TEXAS,TX,48,74,49,US PRESIDENT,OTHER,,FALSE,254,5397571,OTHER,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,469105,629656,REPUBLICAN,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,155369,629656,DEMOCRAT,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2447,629656,LIBERTARIAN,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,FALSE,1345,629656,OTHER,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,844,629656,OTHER,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,220,629656,OTHER,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,184,629656,OTHER,FALSE
1984,UTAH,UT,49,87,67,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,142,629656,OTHER,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,135865,234561,REPUBLICAN,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,95730,234561,DEMOCRAT,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,1002,234561,LIBERTARIAN,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,OTHER,,FALSE,712,234561,OTHER,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,423,234561,OTHER,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,323,234561,OTHER,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,264,234561,OTHER,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,127,234561,OTHER,FALSE
1984,VERMONT,VT,50,13,6,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,115,234561,OTHER,FALSE
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1337078,2146635,REPUBLICAN,FALSE
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,796250,2146635,DEMOCRAT,FALSE
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,13307,2146635,OTHER,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1051670,1874910,REPUBLICAN,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,798352,1874910,DEMOCRAT,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,8844,1874910,LIBERTARIAN,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,5724,1874910,OTHER,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,4712,1874910,OTHER,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1891,1874910,OTHER,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,1654,1874910,OTHER,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,814,1874910,OTHER,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,641,1874910,OTHER,FALSE
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,608,1874910,OTHER,FALSE
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,405483,735742,REPUBLICAN,FALSE
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,328125,735742,DEMOCRAT,FALSE
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,996,735742,OTHER,FALSE
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,645,735742,OTHER,FALSE
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,493,735742,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1198584,2211689,REPUBLICAN,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,995740,2211689,DEMOCRAT,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4883,2211689,LIBERTARIAN,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"RICHARDS, BOB",POPULIST,FALSE,3864,2211689,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3791,2211689,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,FALSE,1456,2211689,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,FALSE,1006,2211689,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,OTHER,,FALSE,706,2211689,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,FALSE,619,2211689,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,596,2211689,OTHER,FALSE
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,444,2211689,OTHER,FALSE
1984,WYOMING,WY,56,83,68,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,133241,188968,REPUBLICAN,FALSE
1984,WYOMING,WY,56,83,68,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,FALSE,53370,188968,DEMOCRAT,FALSE
1984,WYOMING,WY,56,83,68,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,FALSE,2357,188968,LIBERTARIAN,FALSE
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,815576,1378476,REPUBLICAN,FALSE
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,549506,1378476,DEMOCRAT,FALSE
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,8460,1378476,LIBERTARIAN,FALSE
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"WINN, EDWARD",INDEPENDENT,FALSE,4428,1378476,OTHER,FALSE
1988,ALABAMA,AL,1,63,41,US PRESIDENT,,,TRUE,506,1378476,OTHER,FALSE
1988,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,119251,200116,REPUBLICAN,FALSE
1988,ALASKA,AK,2,94,81,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,72584,200116,DEMOCRAT,FALSE
1988,ALASKA,AK,2,94,81,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,5484,200116,LIBERTARIAN,FALSE
1988,ALASKA,AK,2,94,81,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1024,200116,OTHER,FALSE
1988,ALASKA,AK,2,94,81,US PRESIDENT,,,TRUE,957,200116,OTHER,FALSE
1988,ALASKA,AK,2,94,81,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,FALSE,816,200116,OTHER,FALSE
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,702541,1171873,REPUBLICAN,FALSE
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,454029,1171873,DEMOCRAT,FALSE
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,13351,1171873,LIBERTARIAN,FALSE
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,1662,1171873,OTHER,FALSE
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,,,TRUE,290,1171873,OTHER,FALSE
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,466578,827738,REPUBLICAN,FALSE
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,349237,827738,DEMOCRAT,FALSE
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"DODGE, EARL",POPULIST,FALSE,5146,827738,OTHER,FALSE
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3297,827738,LIBERTARIAN,FALSE
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2161,827738,OTHER,FALSE
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,1319,827738,OTHER,FALSE
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,5054917,9887065,REPUBLICAN,FALSE
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,4702233,9887065,DEMOCRAT,FALSE
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,70105,9887065,LIBERTARIAN,FALSE
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,FALSE,58999,9887065,OTHER,FALSE
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,,,TRUE,811,9887065,OTHER,FALSE
1988,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,728177,1372394,REPUBLICAN,FALSE
1988,COLORADO,CO,8,84,62,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,621453,1372394,DEMOCRAT,FALSE
1988,COLORADO,CO,8,84,62,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,15482,1372394,LIBERTARIAN,FALSE
1988,COLORADO,CO,8,84,62,US PRESIDENT,"DODGE, EARL",PROHIBITION,FALSE,4604,1372394,OTHER,FALSE
1988,COLORADO,CO,8,84,62,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2539,1372394,OTHER,FALSE
1988,COLORADO,CO,8,84,62,US PRESIDENT,,,TRUE,139,1372394,OTHER,FALSE
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,750241,1443394,REPUBLICAN,FALSE
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,676584,1443394,DEMOCRAT,FALSE
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,14071,1443394,LIBERTARIAN,FALSE
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,2491,1443394,OTHER,FALSE
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,,,TRUE,7,1443394,OTHER,FALSE
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,139639,249891,REPUBLICAN,FALSE
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,108647,249891,DEMOCRAT,FALSE
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,1162,249891,LIBERTARIAN,FALSE
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,FALSE,443,249891,OTHER,FALSE
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,159407,192877,DEMOCRAT,FALSE
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,27590,192877,REPUBLICAN,FALSE
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,,INDEPENDENT,FALSE,3064,192877,OTHER,FALSE
