year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified,winner
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1444653,3014472,DEMOCRAT,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,32717,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,9449,3014472,LIBERTARIAN,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,7716,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,3686,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1662,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1650,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1184,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"WRIGHT, MARGARET",PEACE & FREEDOM,FALSE,1044,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,554,3014472,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,469,3014472,OTHER,FALSE
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,211419,416590,REPUBLICAN,FALSE
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,201148,416590,DEMOCRAT,FALSE
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,2462,416590,OTHER,FALSE
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1110,416590,LIBERTARIAN,FALSE
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,240,416590,OTHER,FALSE
1976,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,211,416590,OTHER,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,3244165,6668262,DEMOCRAT,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2825913,6668262,REPUBLICAN,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"FORD, GERALD",CONSERVATIVE,FALSE,274878,6668262,OTHER,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"CARTER, JIMMY",LIBERAL PARTY,FALSE,145393,6668262,OTHER,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,OTHER,,FALSE,143037,6668262,OTHER,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"MACBRIDE, ROGER",FREE LIBERTARIAN,FALSE,12197,6668262,OTHER,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,10270,6668262,OTHER,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,6996,6668262,OTHER,FALSE
1976,NEW YORK,NY,36,21,13,US PRESIDENT,"LAROUCHE, LYNDON, JR.",LABOR,FALSE,5413,6668262,OTHER,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,927365,1677906,DEMOCRAT,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,741960,1677906,REPUBLICAN,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,5607,1677906,OTHER,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,2219,1677906,LIBERTARIAN,FALSE
1976,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,755,1677906,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,153684,297308,REPUBLICAN,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,136078,297308,DEMOCRAT,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,3698,297308,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,2952,297308,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,269,297308,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,256,297308,LIBERTARIAN,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,142,297308,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,85,297308,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,63,297308,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,43,297308,OTHER,FALSE
1976,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,38,297308,OTHER,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2009959,4110456,DEMOCRAT,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2000626,4110456,REPUBLICAN,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,58267,4110456,OTHER,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,15508,4110456,OTHER,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,8952,4110456,LIBERTARIAN,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,7817,4110456,OTHER,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,4833,4110456,OTHER,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,4364,4110456,OTHER,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,68,4110456,OTHER,FALSE
1976,OHIO,OH,39,31,24,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,62,4110456,OTHER,FALSE
1976,OKLAHOMA,OK,40,73,53,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,545708,1092251,REPUBLICAN,FALSE
1976,OKLAHOMA,OK,40,73,53,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,532442,1092251,DEMOCRAT,FALSE
1976,OKLAHOMA,OK,40,73,53,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,14101,1092251,OTHER,FALSE
1976,OREGON,OR,41,92,72,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,492120,1029876,REPUBLICAN,FALSE
1976,OREGON,OR,41,92,72,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,490407,1029876,DEMOCRAT,FALSE
1976,OREGON,OR,41,92,72,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,40207,1029876,OTHER,FALSE
1976,OREGON,OR,41,92,72,US PRESIDENT,,,TRUE,6107,1029876,OTHER,FALSE
1976,OREGON,OR,41,92,72,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,1035,1029876,OTHER,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2328677,4620787,DEMOCRAT,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2205604,4620787,REPUBLICAN,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,FALSE,50584,4620787,OTHER,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"MADDOX, LESTER",CONSTITUTION PARTY,FALSE,25344,4620787,OTHER,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,3009,4620787,OTHER,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,OTHER,,FALSE,2934,4620787,OTHER,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,2744,4620787,OTHER,FALSE
1976,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1891,4620787,OTHER,FALSE
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,227636,410584,DEMOCRAT,FALSE
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,181249,410584,REPUBLICAN,FALSE
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,715,410584,LIBERTARIAN,FALSE
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,462,410584,OTHER,FALSE
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,334,410584,OTHER,FALSE
1976,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,188,410584,OTHER,FALSE
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,450807,802583,DEMOCRAT,FALSE
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,346149,802583,REPUBLICAN,FALSE
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,2996,802583,OTHER,FALSE
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,1950,802583,OTHER,FALSE
1976,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,,,TRUE,681,802583,OTHER,FALSE
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,151505,300678,REPUBLICAN,FALSE
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,147068,300678,DEMOCRAT,FALSE
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1619,300678,LIBERTARIAN,FALSE
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,318,300678,OTHER,FALSE
1976,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,168,300678,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,825879,1476346,DEMOCRAT,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,633969,1476346,REPUBLICAN,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"ANDERSON, THOMAS J.",INDEPENDENT,FALSE,5769,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,5004,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"MADDOX, LESTER",INDEPENDENT,FALSE,2303,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,FALSE,1375,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"HALL, GUS",INDEPENDENT,FALSE,547,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,512,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",INDEPENDENT,FALSE,442,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,,INDEPENDENT,FALSE,316,1476346,OTHER,FALSE
1976,TENNESSEE,TN,47,62,54,US PRESIDENT,,,TRUE,230,1476346,OTHER,FALSE
1976,TEXAS,TX,48,74,49,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2082319,4071884,DEMOCRAT,FALSE
1976,TEXAS,TX,48,74,49,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1953300,4071884,REPUBLICAN,FALSE
1976,TEXAS,TX,48,74,49,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,20118,4071884,OTHER,FALSE
1976,TEXAS,TX,48,74,49,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,11442,4071884,OTHER,FALSE
1976,TEXAS,TX,48,74,49,US PRESIDENT,,,TRUE,2982,4071884,OTHER,FALSE
1976,TEXAS,TX,48,74,49,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1723,4071884,OTHER,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,337908,541218,REPUBLICAN,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,182110,541218,DEMOCRAT,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,13304,541218,OTHER,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,3907,541218,OTHER,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"MACBRIDE, ROGER",LIBERAL PARTY,FALSE,2438,541218,OTHER,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"MADDOX, LESTER",CONCERNED CITIZENS,FALSE,1162,541218,OTHER,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"CAMEJO, PETER",INDEPENDENT,FALSE,268,541218,OTHER,FALSE
1976,UTAH,UT,49,87,67,US PRESIDENT,"HALL, GUS",INDEPENDENT,FALSE,121,541218,OTHER,FALSE
1976,VERMONT,VT,50,13,6,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,100387,183902,REPUBLICAN,FALSE
1976,VERMONT,VT,50,13,6,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,77798,183902,DEMOCRAT,FALSE
1976,VERMONT,VT,50,13,6,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4001,183902,OTHER,FALSE
1976,VERMONT,VT,50,13,6,US PRESIDENT,OTHER,,FALSE,1090,183902,OTHER,FALSE
1976,VERMONT,VT,50,13,6,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,430,183902,OTHER,FALSE
1976,VERMONT,VT,50,13,6,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,196,183902,OTHER,FALSE
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,836554,1697094,REPUBLICAN,FALSE
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,813896,1697094,DEMOCRAT,FALSE
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,17802,1697094,OTHER,FALSE
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,16686,1697094,OTHER,FALSE
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,7508,1697094,OTHER,FALSE
1976,VIRGINIA,VA,51,54,40,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,4648,1697094,LIBERTARIAN,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,777732,1555534,REPUBLICAN,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,717323,1555534,DEMOCRAT,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,36986,1555534,OTHER,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,8585,1555534,OTHER,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,OTHER,,FALSE,5482,1555534,OTHER,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5042,1555534,LIBERTARIAN,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"ANDERSON, THOMAS J.",CONSTITUTION PARTY,FALSE,1046,1555534,OTHER,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,905,1555534,OTHER,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,903,1555534,OTHER,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,817,1555534,OTHER,FALSE
1976,WASHINGTON,WA,53,91,73,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,713,1555534,OTHER,FALSE
1976,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,435864,750590,DEMOCRAT,FALSE
1976,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,314726,750590,REPUBLICAN,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1040232,2101336,DEMOCRAT,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1004987,2101336,REPUBLICAN,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,34943,2101336,OTHER,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,8552,2101336,OTHER,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,4298,2101336,OTHER,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3814,2101336,LIBERTARIAN,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,OTHER,,FALSE,2430,2101336,OTHER,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1691,2101336,OTHER,FALSE
1976,WISCONSIN,WI,55,35,25,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,389,2101336,OTHER,FALSE
1976,WYOMING,WY,56,83,68,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,92717,156343,REPUBLICAN,FALSE
1976,WYOMING,WY,56,83,68,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,62239,156343,DEMOCRAT,FALSE
1976,WYOMING,WY,56,83,68,US PRESIDENT,,,TRUE,1387,156343,OTHER,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,654192,1341929,REPUBLICAN,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,636730,1341929,DEMOCRAT,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,16481,1341929,OTHER,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"RARICK, JOHN",CONSERVATIVE,FALSE,15010,1341929,OTHER,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,13318,1341929,LIBERTARIAN,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,FALSE,1743,1341929,OTHER,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1629,1341929,OTHER,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,1303,1341929,OTHER,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,FALSE,1006,1341929,OTHER,FALSE
1980,ALABAMA,AL,1,63,41,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,517,1341929,OTHER,FALSE
1980,ALASKA,AK,2,94,81,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,86112,158445,REPUBLICAN,FALSE
1980,ALASKA,AK,2,94,81,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,41842,158445,DEMOCRAT,FALSE
1980,ALASKA,AK,2,94,81,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,18479,158445,LIBERTARIAN,FALSE
1980,ALASKA,AK,2,94,81,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,11155,158445,OTHER,FALSE
1980,ALASKA,AK,2,94,81,US PRESIDENT,,,TRUE,857,158445,OTHER,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,529688,873945,REPUBLICAN,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,246843,873945,DEMOCRAT,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,76952,873945,OTHER,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,18784,873945,LIBERTARIAN,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,1100,873945,OTHER,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,551,873945,OTHER,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,25,873945,OTHER,FALSE
1980,ARIZONA,AZ,4,86,61,US PRESIDENT,"GRISWOLD, DEIRDRE",WORKERS WORLD,FALSE,2,873945,OTHER,FALSE
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,403164,837582,REPUBLICAN,FALSE
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,398041,837582,DEMOCRAT,FALSE
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,22468,837582,OTHER,FALSE
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,8970,837582,LIBERTARIAN,FALSE
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,2345,837582,OTHER,FALSE
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,FALSE,1350,837582,OTHER,FALSE
1980,ARKANSAS,AR,5,71,42,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1244,837582,OTHER,FALSE
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,4522994,8582938,REPUBLICAN,FALSE
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,3082943,8582938,DEMOCRAT,FALSE
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,739618,8582938,OTHER,FALSE
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,148390,8582938,LIBERTARIAN,FALSE
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,61046,8582938,OTHER,FALSE
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"SMITH, MAUREEN",PEACE & FREEDOM,FALSE,18106,8582938,OTHER,FALSE
1980,CALIFORNIA,CA,6,93,71,US PRESIDENT,"RARICK, JOHN",AMERICAN INDEPENDENT PARTY,FALSE,9841,8582938,OTHER,FALSE
1980,COLORADO,CO,8,84,62,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,652264,1184450,REPUBLICAN,FALSE
1980,COLORADO,CO,8,84,62,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,368009,1184450,DEMOCRAT,FALSE
